"class","layer_name_en","layer_name_ua","layer_description","geometry_type","attribute_name_en","attribute_name_ua","attribute_description","attribute_type","attribute_len","attribute_default_value","attribute_required","attribute_unique","domain","attribute_is_id"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","sol_date","дата  рішення про оголошення","Дата прийняття рішення про оголошення території історико-культурною заповідною територією","Date",,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","sol_auth","орган, що прийняв рішення про оголошення","Орган, що прийняв рішення про оголошення території історико-культурною заповідною територією","text",255,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","act_name","назва науково-проектної документації","Найменування плану організації території історико-культурної заповідної території / науково-проектної документації з визначення меж і режимів використання зон охорони історико-культурної заповідної території ","text",500,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","act_date","дата  затвердження науково-проектної документації","Дата затвердження плану організації території історико-культурної заповідної території / науково-проектної документації з визначення меж і режимів використання зон охорони історико-культурної заповідної території 
","Date",,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","act_num","номер рішення","Номер рішення про затвердження плану організації території історико-культурної заповідної території / науково-проектної документації з визначення меж і режимів використання зон охорони історико-культурної заповідної території 
","text",20,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","act_gov","орган, що затвердив науково-проектну документацію","Орган, що прийняв рішення, яким  затверджено план організації території історико-культурної заповідної території / науково-проектну документацію з визначення меж і режимів використання зон охорони історико-культурної заповідної території 
","text",100,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","conserv_type","вид","Вид історико-культурної заповідної території за домінуючим видом об'єктів культурної спадщини","integer",,,"True","False","conserv_type","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","name","назва","Назва історико-культурної заповідної території","text",500,,"True","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","area","площа, га","Площа історико-культурної заповідної території в гектарах (га)","double",,,"True","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","mega","опис меж","Опис меж історико-культурної заповідної території згідно з науково-проектною документацією","text",,,"True","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","regime","режими використання","Режими використання історико-культурної заповідної території згідно з науково-проектною документацією","text",,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid_zone1","uuid охоронної зони","Унікальний ідентифікатор охоронної зони","text",38,,"False","False","uuid охоронної зони з класу heritage_protect_zones","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid_zone2","uuid зони регулювання забудови","Унікальний ідентифікатор зони регулювання забудови","text",38,,"False","False","uuid зони регулювання забудови з класу heritage_constr_regul_zones","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid_zone3","uuid зони охоронюваного ландшафту ","Унікальний ідентифікатор зони охоронюваного ландшафту","text",38,,"False","False","uuid зони охоронюваного ландшафту з класу heritage_protect_landscape_zones","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid_zone4","uuid зони охорони археологічного культурного шару","Унікальний ідентифікатор зони охорони археологічного культурного шару","text",38,,"False","False","uuid зони охорони археологічного культурного шару з класу heritage_protect_archaeolog_zones","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid_zone5","uuid зони охорони (нормативної)","Унікальний ідентифікатор зони охорони згідно з Законом України „Про охорону культурної спадщини” без розроблення науково-проектної документації","text",38,,"False","False","uuid зони охорони (нормативної) з класу heritage_protect_zones_common","False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","uuid","uuid","Унікальний ідентифікатор об'єкта культурної спадщини в межах Бази геоданих, який генерується автоматично","text",38," ","True","True",,"True"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","class","класифікаційний код","Класифікаційний код згідно з Національним класифікатором об’єктів містобудування, благоустрою, будівель і споруд, який затверджується Мінінфраструктури ","text",10,,"False","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","katotth","КАТОТТГ","КАТОТТГ","text",20," ","True","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","koatuu","КОАТУУ","КОАТУУ","text",10," ","True","False",,"False"
"mkip","hist_cult_area","Історико-культурні заповідні території","Історично сформована територія, в межах якої збереглася значна кількість об'єктів культурної спадщини","Polygon","note","примітка","Примітка у довільній формі","text",255," ","False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","res_code","код обмеження","Код обмеження щодо використання земель та земельних ділянок згідно з Порядком ведення Державного земельного кадастру, затвердженим постановою Кабінету Міністрів України від 17 жовтня 2012 року № 1051","text",10," 06.06.4","True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","sol_name","номер рішення про оголошення","Номер рішення про оголошення комплексу (ансамблю) пам'яток історико-культурним заповідником","text",20,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","sol_date","дата  рішення про оголошення","Дата прийняття рішення про оголошення комплексу (ансамблю) пам'яток історико-культурним заповідником
","Date",,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","sol_auth","орган, що прийняв рішення про оголошення","Орган, що прийняв рішення про оголошення комплексу (ансамблю) пам'яток історико-культурним заповідником
","text",255,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","act_name","назва науково-проектної документації","Найменування науково-проектної документації з організації (розвитку) території історико-культурного заповідника/план організації території історико-культурного заповідника ","text",500,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","act_date","дата затвердження науково-проектної документації","Дата затвердження науково-проектної документації  з організації (розвитку) території історико-культурного заповідника/план організації території історико-культурного заповідника ","Date",,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","act_num","номер рішення про затвердження науково-проектної документації","Номер рішення яким затверджено науково-проектну документацію з організації (розвитку) території історико-культурного заповідника/план організації території історико-культурного заповідника","text",20,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","act_gov","орган, що затвердив науково-проектну документацію","Орган, що затвердив  науково-проектну документацію  з організації (розвитку) території історико-культурного заповідника/план організації території історико-культурного заповідника","text",255,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","conserv_signific","категорія","Категорія історико-культурного заповідника","integer",,,"False","False","conserv_signific","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","conserv_type","вид","Вид історико-культурного заповідника за домінуючим видом об'єктів культурної спадщини","integer",,,"False","False","conserv_type","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","name","назва","Назва історико-культурного заповідника","text",500,,"True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","area","площа, га","Площа історико-культурного заповідника в гектарах (га)","double",,,"True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","mega","опис меж","Опис меж історико-культурного заповідника згідно з науково-проектною документацією","text",,,"True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","regime","режими використання","Режими використання історико-культурного заповідника згідно з науково-проектною документацією","text",,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid_zone1","uuid охоронної зони","Унікальний ідентифікатор охоронної зони","text",38,,"False","False","uuid охоронної зони з класу heritage_protect_zones","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid_zone2","uuid зони регулювання забудови","Унікальний ідентифікатор зони регулювання забудови","text",38,,"False","False","uuid зони регулювання забудови з класу heritage_constr_regul_zones","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid_zone3","uuid зони охоронюваного ландшафту ","Унікальний ідентифікатор зони охоронюваного ландшафту","text",38,,"False","False","uuid зони охоронюваного ландшафту з класу heritage_protect_landscape_zones","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid_zone4","uuid зони охорони археологічного культурного шару","Унікальний ідентифікатор зони охорони археологічного культурного шару","text",38,,"False","False","uuid зони охорони археологічного культурного шару з класу heritage_protect_archaeolog_zones","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid_zone5","uuid зони охорони (нормативної)","Унікальний ідентифікатор зони охорони (нормативної)","text",38,,"False","False","uuid зони охорони (нормативної) з класу heritage_protect_zones_common","False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","uuid","uuid","Унікальний ідентифікатор об'єкта культурної спадщини в межах Бази геоданих, який генерується автоматично","text",38," ","True","True",,"True"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","class","класифікаційний код","Класифікаційний код згідно з Національним класифікатором об’єктів містобудування, благоустрою, будівель і споруд, який затверджується Мінінфраструктури ","text",10,,"False","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","katotth","КАТОТТГ","КАТОТТГ","text",20," ","True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","koatuu","КОАТУУ","КОАТУУ","text",10," ","True","False",,"False"
"mkip","hist_cult_conserv","Історико-культурний заповідник","Комплекс (ансамбль) пам'яток з усією сукупністю компонентів, що становить культурну, історичну та наукову цінність, просторово, планувально і функціонально виділений у структурі населеного пункту або локалізований поза його межами","Polygon","note","примітка","Примітка у довільній формі","text",255," ","False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","res_code","код обмеження","Код обмеження щодо використання земель та земельних ділянок згідно з Порядком ведення Державного земельного кадастру, затвердженим постановою Кабінету Міністрів України від 17 жовтня 2012 року № 1051","text",10," 06.06.2","True","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","name","назва","Назва історичного ареалу населеного місця","text",500," ","True","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","num","номер","Номер історичного ареалу  населеного місця згідно з науково-проектною документацією (при наявності)","text",10,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","act_name","назва науково-проектної документації","Найменування науково-проектної (науково-дослідної) документації з визначення меж і режимів використання історичного ареалу або меж історичного ареалу населеного місця","text",500,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","act_date","дата  науково-проектної документації","Дата затвердження науково-проектної (науково-дослідної) документації з визначення меж і режимів використання історичного ареалу або меж історичного ареалу населеного місця","Date",,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","act_num","номер рішення","Номер рішення згідно з яким затверджено межі та режими використання історичного ареалу /науково-проектну (науково-дослідну) документацію з визначення меж та режимів використання історичного ареалу або меж історичного ареалу","text",10,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","act_gov","орган, що прийняв рішення","Орган, що прийняв рішення про затвердження  меж та режимів використання історичного ареалу /науково-проектну (науково-дослідну) документацію з визначення меж та режимів використання історичного ареалу або меж історичного ареалу","text",255,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","mega","опис меж","Опис меж історичного ареалу населеного місця згідно з науково-проектною документацією","text",,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","regime","режими використання","Режими використання історичного ареалу населеного місця згідно з науково-проектною документацією або згідно із Законом України „Про охорону культурної спадщини”","text",,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","protect","правила охорони та використання","Правила охорони та використання історичного ареалу  населеного місця згідно з науково-проектною документацією відповідно до постанови Кабінету Міністрів України від 13 березня 2002 року № 318 „Про затвердження Порядку визначення меж та режимів використання історичних ареалів населених місць, обмеження господарської діяльності на території історичних ареалів населених місць” ","text",,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","area","площа, га","Площа історичного ареалу населеного місця  в гектарах (га)","double",,,"True","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","uuid","uuid","Унікальний ідентифікатор об'єкта культурної спадщини в межах Бази геоданих, який генерується автоматично","text",38," ","True","True",,"True"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","class","класифікаційний код","Класифікаційний код згідно з Національним класифікатором об’єктів містобудування, благоустрою, будівель і споруд, який затверджується Мінінфраструктури ","text",10,,"False","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","katotth","КАТОТТГ","КАТОТТГ","text",20," ","True","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","koatuu","КОАТУУ","КОАТУУ","text",10," ","True","False",,"False"
"mkip","historic_areals","Історичні ареали населених місць","Частина населеного місця, що зберегла об'єкти культурної спадщини і пов'язані з ними розпланування та форму забудови, які походять з попередніх періодів розвитку, типові для певних культур або періодів розвитку","Polygon","note","примітка","Примітка у довільній формі","text",255," ","False","False",,"False"
